Name, ExactMolWt, NumVE, HeavyAtom#, NHOH#, NOC#, NumHAcc#, NumHDo#, NumHeteroatoms, fr_Al_COO, fr_Al_OH, fr_Al_OH_noTert, fr_COO, fr_COO2, fr_C_O, fr_C_O_noCOO, fr_NH0, fr_NH1, fr_NH2, fr_allylic_oxid, fr_dihydropyridine, fr_methoxy, fr_nitrile, fr_nitro, fr_nitroso, fr_piperdine, MetalAN, #linker, #unit, IP, EA,  H-L gap
DHP_8_7 [3841.35, 1398, 300, 28, 42, 42, 28, 42, 0, 0, 0, 0, 0, 0, 0, 14, 28, 0, 56, 14, 0, 0, 0, 0, 0, 8, 7, 5.019, 3.424, 0.694]
DHP_8_8 [4403.54, 1602, 344, 32, 48, 48, 32, 48, 0, 0, 0, 0, 0, 0, 0, 16, 32, 0, 64, 16, 0, 0, 0, 0, 0, 8, 8, 4.984, 3.483, 0.682]
DHP_8_9 [4965.73, 1806, 388, 36, 54, 54, 36, 54, 0, 0, 0, 0, 0, 0, 0, 18, 36, 0, 72, 18, 0, 0, 0, 0, 0, 8, 9, 4.957, 3.531, 0.674]
DHP_8_10 [5527.92, 2010, 432, 40, 60, 60, 40, 60, 0, 0, 0, 0, 0, 0, 0, 20, 40, 0, 80, 20, 0, 0, 0, 0, 0, 8, 10, 4.933, 3.571, 0.669]
C2Py_2_2 [1046.33, 378, 82, 4, 12, 12, 4, 12, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 8, 0, 0, 0, 0, 0, 4, 2, 2, 6.236, 3.087, 0.947]
C2Py_2_3 [1580.49, 570, 124, 6, 18, 18, 6, 18, 0, 0, 0, 0, 0, 0, 0, 12, 6, 0, 12, 0, 0, 0, 0, 0, 6, 2, 3, 6.043, 3.344, 0.868]
C2Py_2_4 [2114.65, 762, 166, 8, 24, 24, 8, 24, 0, 0, 0, 0, 0, 0, 0, 16, 8, 0, 16, 0, 0, 0, 0, 0, 8, 2, 4, 5.89, 3.549, 0.744]
C2Py_2_5 [2648.81, 954, 208, 10, 30, 30, 10, 30, 0, 0, 0, 0, 0, 0, 0, 20, 10, 0, 20, 0, 0, 0, 0, 0, 10, 2, 5, 5.798, 3.676, 0.698]
C2Py_2_6 [3182.97, 1146, 250, 12, 36, 36, 12, 36, 0, 0, 0, 0, 0, 0, 0, 24, 12, 0, 24, 0, 0, 0, 0, 0, 12, 2, 6, 5.726, 3.776, 0.66]
C2Py_2_7 [3717.13, 1338, 292, 14, 42, 42, 14, 42, 0, 0, 0, 0, 0, 0, 0, 28, 14, 0, 28, 0, 0, 0, 0, 0, 14, 2, 7, 5.668, 3.856, 0.628]
C2Py_2_8 [4251.29, 1530, 334, 16, 48, 48, 16, 48, 0, 0, 0, 0, 0, 0, 0, 32, 16, 0, 32, 0, 0, 0, 0, 0, 16, 2, 8, 5.623, 3.918, 0.606]
